_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_1ODjoe3oDZiE236,5d374dad87890100159e52b3,34,Greece,Male,Masters Degree,Yes,Yes and it didn’t change my mind about the subject,Agree moderately,Agree moderately,Agree a little,Disagree moderately,Agree moderately,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Agree a little,"Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					",3,6,7,1,9,3,4,4,8,6,4,9,1,4,9,3,6,4,5,6,9,continue your great job ;),,127
R_1HeM884MZEPpZbm,asda,36,Argentina,Female,Masters Degree,Yes,Yes and it made me MORE interested in the subject,Agree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					",9,7,10,6,4,10,10,5,9,10,9,2,2,3,7,10,9,9,7,10,10,"The survey looks good, questions were interesting, some of the statements are compelling, others are fun. It would be interesting to see what Galileo will do.",,42
R_1cY3NvufThjpvrW,5c38612819ceb400010c29fa,23,Italy,Male,High School,No,Yes and it made me LESS interested in the subject,Disagree moderately,Agree a little,Agree moderately,Agree a little,Disagree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					",Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Neutral					","Neutral					","Neutral					","Neutral					",Agree Strongly,Agree Strongly,"Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,7,7,8,10,2,6,8,8,8,9,4,7,5,4,9,4,9,6,9,2,9,Nothing.,,115
R_XRKRDKD5TlCPKGB,5ef0f93bf2ee490a52bbb7b8,18,Great Britain,Female,High School,No,Yes and it made me LESS interested in the subject,Disagree a little,Neither agree nor disagree,Agree strongly,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Disagree a little,Agree a little,Agree Strongly,"Disagree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,Agree Strongly,Disagree Very Much,Agree Strongly,"Neutral					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,"Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					",8,5,6,7,9,9,2,2,1,7,1,10,9,7,8,10,7,4,8,8,9,"The statements that I ranked 10 were very convincing to me as a teenager, who hopes to go to university.",,99
R_VXC6aQOOpSK2bgl,5ef009c48c610f5241fcd31d,27,Great Britain,Male,Masters Degree,No,Yes and it didn’t change my mind about the subject,Agree moderately,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Disagree strongly,"Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					","Agree Slightly					",7,5,8,4,10,9,5,8,3,3,7,5,2,7,6,9,6,5,9,4,5,Some of the advice/information came across as a bit pushy. ,https://app.prolific.co/submissions/complete?cc=12DFEA33,117
R_2YbtmPErvMCoIKk,5ea16521ccdbab0008c2e429,18,Estonia,Female,High School,Yes,Yes and it made me MORE interested in the subject,Agree a little,Agree a little,Agree moderately,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,"Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",9,4,9,8,10,10,8,8,10,8,7,9,5,10,9,8,7,9,10,8,9,Its important break the stereotypes surrounding the speciality of computer science.,,103
R_1I4wHtIQzlgPFCB,5ef0ff82ebe9a7160a8fd5ee,19,Poland,Female,High School,Yes,Yes and it made me LESS interested in the subject,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree a little,Disagree a little,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,8,6,9,3,3,1,4,2,7,10,7,6,5,7,9,4,1,4,5,5,6,everything was fine,,193
R_QacSB1G0e142o25,5dd730a4a71de86e4ea35a87,21,Slovenia,Male,High School,Yes,Yes and it made me MORE interested in the subject,Agree a little,Disagree a little,Agree moderately,Disagree a little,Agree a little,Disagree a little,Agree moderately,Disagree strongly,Agree moderately,Disagree moderately,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,6,6,8,3,6,4,6,6,6,7,3,5,6,6,6,9,3,2,9,6,8,"i didnt like the picture with the text, maybe make it bigger or change the size of the text box as it seems kinda hard to read sometimes. otherwise it was a cool survey!",,227
R_25tM2isAlgohYvK,5d27851db6eb920018a5fb27,25,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree a little,Agree a little,Disagree strongly,Agree a little,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Agree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Neutral					","Agree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					",Agree Strongly,"Agree Slightly					",6,7,5,7,6,8,5,4,5,6,3,6,4,4,7,7,4,5,6,5,7,No suggestions; it was a fairly easy to understand study.,,229
R_d3XEsEpF7YRIkCZ,5d618593243063000176e554,26,Great Britain,Male,Ph.D. or higher,Yes,Other,Disagree a little,Neither agree nor disagree,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree a little,Agree moderately,Neither agree nor disagree,"Neutral					",Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Neutral					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Neutral					",4,1,6,3,5,6,4,3,4,3,4,2,3,3,3,3,2,6,5,9,8,I would favour statements that are based on research that clearly link the benefit of undertaking a computer science degree. ,5d618593243063000176e554,130
R_3iyg2bWbzCM9xL4,5cb9b8f353aebd0017698fed,20,Great Britain,Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,"Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Neutral					","Neutral					","Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,5,6,6,4,2,2,7,3,7,5,4,2,4,4,8,3,2,1,1,2,10,Aim more surveys around different subjects other than computer science ,,132
R_3dMouxboeDzmbVx,5c5f53914ee81200018ec4ab,18,Portugal,Male,High School,No,Yes and it didn’t change my mind about the subject,Agree moderately,Disagree a little,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree moderately,Disagree a little,Agree strongly,Neither agree nor disagree,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					",Disagree Very Much,"Neutral					",Disagree Very Much,7,4,5,3,2,3,8,8,9,8,2,2,3,4,7,4,2,9,6,8,4,"I dont have any sugestions.
Continue the good work :)",,218
R_1j6DERPpr2auXQf,5ed53be84ec7cf0a7c65287a,18,Great Britain,Female,High School,No,Yes and it made me MORE interested in the subject,Agree a little,Disagree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree a little,Agree strongly,Disagree moderately,Disagree a little,Disagree a little,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Agree Strongly,Disagree Very Much,Agree Strongly,Agree Strongly,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					",5,5,2,1,1,4,1,1,1,6,3,6,5,4,7,5,1,7,8,7,8,Some of the phrases seemed quite forceful and patronising and put me off what he was trying to convince me to do. ,,116
R_1oBHVzMWJW38HXI,5ef09acec970f43a891a2999,21,Romania,Male,High School,Yes,Yes and it made me MORE interested in the subject,Agree moderately,Disagree a little,Agree moderately,Disagree a little,Agree moderately,Agree moderately,Agree a little,Disagree a little,Agree strongly,Agree a little,"Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Neutral					","Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					",7,7,7,9,8,7,8,7,7,8,9,8,7,8,9,7,9,7,7,8,7,"The questions are really professionals and the robot was concise and professional. 
Maybe I would like to see more colorful images, that would be cool.",5ef09acec970f43a891a2999,191
